from_stop_id,to_stop_id,transfer_type,min_transfer_time
"100009","100025","2","120"
"100009","100027","2","120"
"100008","17101","2","300"
"100008","17102","2","300"
"100008","100011","2","120"
"100008","100001","2","120"
"100008","100010","2","120"
"100008","100009","2","120"
"100008","100007","2","120"
"100008","100005","2","120"
"100008","100004","2","120"
"100008","100013","2","120"
"100008","100012","2","120"
"100008","100024","2","120"
"100008","100025","2","120"
"100008","100027","2","120"
"100007","17101","2","300"
"100007","17102","2","300"
"100007","100011","2","120"
"100007","100001","2","120"
"100007","100010","2","120"
"100007","100009","2","120"
"100007","100008","2","120"
"100007","100005","2","120"
"100007","100004","2","120"
"100007","100013","2","120"
"100007","100012","2","120"
"100007","100024","2","120"
"100007","100025","2","120"
"100007","100027","2","120"
"100005","17101","2","300"
"100005","17102","2","300"
"100005","100011","2","120"
"100005","100001","2","120"
"100005","100010","2","120"
"100005","100009","2","120"
"100005","100008","2","120"
"100005","100007","2","120"
"100005","100004","2","120"
"100005","100013","2","120"
"100005","100012","2","120"
"100005","100024","2","120"
"100005","100025","2","120"
"100005","100027","2","120"
"100004","17101","2","300"
"100004","17102","2","300"
"100004","100011","2","120"
"100004","100001","2","120"
"100004","100010","2","120"
"100004","100009","2","120"
"100004","100008","2","120"
"100004","100007","2","120"
"100004","100005","2","120"
"100004","100013","2","120"
"100004","100012","2","120"
"100004","100024","2","120"
"100004","100025","2","120"
"100004","100027","2","120"
"100013","17101","2","300"
"100013","17102","2","300"
"100013","100011","2","120"
"100013","100001","2","120"
"100013","100010","2","120"
"100013","100009","2","120"
"100013","100008","2","120"
"100013","100007","2","120"
"100013","100005","2","120"
"100013","100004","2","120"
"100013","100012","2","120"
"100013","100024","2","120"
"100013","100025","2","120"
"100013","100027","2","120"
"100012","17101","2","300"
"100012","17102","2","300"
"100012","100011","2","120"
"100012","100001","2","120"
"100012","100010","2","120"
"100012","100009","2","120"
"100012","100008","2","120"
"100012","100007","2","120"
"100012","100005","2","120"
"100012","100004","2","120"
"100012","100013","2","120"
"100012","100024","2","120"
"100012","100025","2","120"
"100012","100027","2","120"
"100101","100102","2","60"
"100102","100101","2","60"
"105001","25601","2","300"
"105002","25601","2","300"
"126001","25801","2","300"
"126002","25801","2","300"
"138101","13702","2","300"
"138101","13701","2","300"
"143002","143001","3",""
"143001","143002","3",""
"570501","21602","2","300"
"570501","21601","2","300"
"157501","157502","3",""
"157502","157501","3",""
"158101","18301","2","300"
"158101","18302","2","300"
"161501","13301","2","180"
"161501","13302","2","180"
"161504","13301","2","180"
"161504","13302","2","180"
"161502","13301","2","180"
"161502","13302","2","180"
"603501","15801","2","180"
"603501","15802","2","180"
"603501","610101","2","180"
"610101","15801","2","300"
"610101","15802","2","300"
"610101","603501","2","180"
"187001","187002","3",""
"187002","187001","3",""
"199001","13301","2","180"
"199001","13302","2","180"
"199003","13301","2","180"
"199003","13302","2","180"
"639501","26301","2","300"
"641001","21902","2","180"
"641001","21901","2","180"
"641001","22002","2","180"
"641001","22001","2","180"
"641002","21902","2","180"
"641002","21901","2","180"
"641002","22002","2","180"
"641002","22001","2","180"
"642001","26101","2","300"
"642002","26101","2","300"
"658001","658002","3",""
"658002","658001","3",""
"665001","665002","3",""
"665002","665001","3",""
"688002","22202","2","180"
"688002","22201","2","180"
"689002","22102","2","180"
"689002","22101","2","180"
"691001","22402","2","300"
"691001","22401","2","300"
"722001","21401","2","180"
"722002","21401","2","180"
"723001","21501","2","180"
"723001","26201","2","300"
"723002","21501","2","180"
"723002","26201","2","300"
"730501","18101","2","300"
"730501","18102","2","300"
"206101","16702","2","180"
"206101","16701","2","180"
"820001","820002","3",""
"820002","820001","3",""
"821001","821002","3",""
"821002","821001","3",""
"824002","824001","3",""
"824001","824002","3",""
"825002","825001","3",""
"825001","825002","3",""
"230001","230002","3",""
"230002","230001","3",""
"230501","26001","2","300"
"230502","26001","2","300"
"285001","285002","3",""
"285002","285001","3",""
"295001","295002","3",""
"295002","295001","3",""
"297002","297001","3",""
"297001","297002","3",""
"299001","22302","2","180"
"299001","22301","2","180"
"299002","22302","2","180"
"299002","22301","2","180"
"314101","14302","2","300"
"314101","14301","2","300"
"326002","326001","3",""
"326001","326002","3",""
"327002","327001","3",""
"327001","327002","3",""
"895001","906001","2","420"
"903501","15601","2","120"
"903501","15602","2","120"
"903502","15601","2","120"
"903502","15602","2","120"
"903503","15601","2","120"
"903503","15602","2","120"
"903505","15601","2","120"
"903505","15602","2","120"
"906001","895001","2","420"
"913001","913002","3",""
"913002","913001","3",""
"919002","919001","3",""
"919001","919002","3",""
"921002","921001","3",""
"921001","921002","3",""
"932002","932001","3",""
"932001","932002","3",""
"935501","21802","2","300"
"935501","21801","2","300"
"935501","26601","2","180"
"493101","30501","2","300"
"493102","30501","2","300"
"25801","126001","2","300"
"25801","126002","2","300"
"26301","639501","2","300"
"26401","385001","2","300"
"26401","385021","2","300"
"26401","385009","2","300"
"26401","385017","2","300"
"26401","385007","2","300"
"26401","385006","2","300"
"26401","385005","2","300"
"26401","385004","2","300"
"26401","385014","2","300"
"26401","385003","2","300"
"26401","385002","2","300"
"26401","385012","2","300"
"26401","17301","2","300"
"26401","17302","2","300"
"26401","26402","2","300"
"26401","385019","2","300"
"26401","385023","2","300"
"26401","385043","2","300"
"26401","385044","2","300"
"26401","385045","2","300"
"26401","385046","2","300"
"26401","385048","2","300"
"26401","385049","2","300"
"26401","385025","2","300"
"26401","385029","2","300"
"27301","17901","2","300"
"27301","17902","2","300"
"27301","703101","2","300"
"703101","27301","2","300"
"146501","573201","2","360"
"146501","573202","2","360"
"146501","573203","2","360"
"146501","573204","2","360"
"245101","15301","2","300"
"245101","15302","2","300"
"927501","15401","2","300"
"927501","15402","2","300"
"723501","15502","2","300"
"723501","15501","2","300"
"723501","15503","2","300"
"723501","15504","2","300"
"28701","21701","2","300"
"26001","230501","2","300"
"26001","230502","2","300"
"30601","522101","2","300"
"30601","522102","2","300"
"30501","493101","2","300"
"30501","493102","2","300"
"26402","385001","2","300"
"26402","385021","2","300"
"26402","385009","2","300"
"26402","385017","2","300"
"26402","385007","2","300"
"26402","385006","2","300"
"26402","385005","2","300"
"26402","385004","2","300"
"26402","385014","2","300"
"26402","385003","2","300"
"26402","385002","2","300"
"26402","385012","2","300"
"26402","17301","2","300"
"26402","17302","2","300"
"26402","26401","2","300"
"26402","385019","2","300"
"26402","385023","2","300"
"26402","385043","2","300"
"26402","385044","2","300"
"26402","385045","2","300"
"26402","385046","2","300"
"26402","385048","2","300"
"26402","385049","2","300"
"26402","385025","2","300"
"26402","385029","2","300"
"26901","544001","2","300"
"199004","13301","2","180"
"199004","13302","2","180"
"15503","15502","2","120"
"15503","15501","2","120"
"15503","723501","2","300"
"15503","15504","2","120"
"15504","15502","2","120"
"15504","15501","2","120"
"15504","723501","2","300"
"15504","15503","2","120"
"18101","730501","2","300"
"18101","18102","2","0"
"18101","730502","2","300"
"18102","730501","2","300"
"18102","18101","2","0"
"18102","730502","2","300"
"18201","18202","2","0"
"18202","18201","2","0"
"18301","158101","2","300"
"18301","18302","2","0"
"18301","606501","2","300"
"18302","158101","2","300"
"18302","18301","2","0"
"18302","606501","2","300"
"18401","18402","2","0"
"18401","633101","2","300"
"18402","18401","2","0"
"18402","633101","2","300"
"18501","546502","2","240"
"18501","546501","2","240"
"18501","18502","2","0"
"18502","546502","2","240"
"18502","546501","2","240"
"18502","18501","2","0"
"18701","18702","2","0"
"18701","292602","2","300"
"18702","18701","2","0"
"18702","292602","2","300"
"544001","26901","2","300"
"25601","105001","2","300"
"25601","105002","2","300"
"123002","13501","3",""
"123002","13502","3",""
"123002","16902","2","240"
"123002","16901","2","240"
"123005","13501","3",""
"123005","13502","3",""
"123005","16902","2","240"
"123005","16901","2","240"
"123004","13501","3",""
"123004","13502","3",""
"123004","16902","2","240"
"123004","16901","2","240"
"633101","18401","2","300"
"633101","18402","2","300"
"606501","18301","2","300"
"606501","18302","2","300"
"123003","13501","3",""
"123003","13502","3",""
"123003","16902","2","240"
"123003","16901","2","240"
"123008","13501","3",""
"123008","13502","3",""
"123008","16902","2","240"
"123008","16901","2","240"
"385019","17301","2","300"
"385019","17302","2","300"
"385019","26401","2","300"
"385019","26402","2","300"
"385023","17301","2","300"
"385023","17302","2","300"
"385023","26401","2","300"
"385023","26402","2","300"
"385043","17301","2","300"
"385043","17302","2","300"
"385043","26401","2","300"
"385043","26402","2","300"
"385044","17301","2","300"
"385044","17302","2","300"
"385044","26401","2","300"
"385044","26402","2","300"
"385045","17301","2","300"
"385045","17302","2","300"
"385045","26401","2","300"
"385045","26402","2","300"
"385046","17301","2","300"
"385046","17302","2","300"
"385046","26401","2","300"
"385046","26402","2","300"
"385048","17301","2","300"
"385048","17302","2","300"
"385048","26401","2","300"
"385048","26402","2","300"
"385049","17301","2","300"
"385049","17302","2","300"
"385049","26401","2","300"
"385049","26402","2","300"
"215120","16002","2","300"
"215120","16001","2","300"
"215121","16002","2","300"
"215121","16001","2","300"
"215122","16002","2","300"
"215122","16001","2","300"
"215123","16002","2","300"
"215123","16001","2","300"
"215124","16002","2","300"
"215124","16001","2","300"
"385025","17301","2","300"
"385025","17302","2","300"
"385025","26401","2","300"
"385025","26402","2","300"
"730502","18101","2","300"
"730502","18102","2","300"
"574101","22202","2","420"
"574101","22201","2","420"
"385029","17301","2","300"
"385029","17302","2","300"
"385029","26401","2","300"
"385029","26402","2","300"
"161503","13301","2","180"
"161503","13302","2","180"
"215118","16002","2","300"
"215118","16001","2","300"
"573201","146501","2","360"
"100024","17101","2","300"
"100024","17102","2","300"
"100024","100011","2","120"
"100024","100001","2","120"
"100024","100010","2","120"
"100024","100009","2","120"
"100024","100008","2","120"
"100024","100007","2","120"
"100024","100005","2","120"
"100024","100004","2","120"
"100024","100013","2","120"
"100024","100012","2","120"
"100024","100025","2","120"
"100024","100027","2","120"
"100025","17101","2","300"
"100025","17102","2","300"
"100025","100011","2","120"
"100025","100001","2","120"
"100025","100010","2","120"
"100025","100009","2","120"
"100025","100008","2","120"
"100025","100007","2","120"
"100025","100005","2","120"
"100025","100004","2","120"
"100025","100013","2","120"
"100025","100012","2","120"
"100025","100024","2","120"
"100025","100027","2","120"
"573202","146501","2","360"
"292602","18701","2","300"
"292602","18702","2","300"
"573203","146501","2","360"
"314102","14302","2","300"
"314102","14301","2","300"
"100027","17101","2","300"
"100027","17102","2","300"
"100027","100011","2","120"
"100027","100001","2","120"
"100027","100010","2","120"
"100027","100009","2","120"
"100027","100008","2","120"
"100027","100007","2","120"
"100027","100005","2","120"
"100027","100004","2","120"
"100027","100013","2","120"
"100027","100012","2","120"
"100027","100024","2","120"
"100027","100025","2","120"
"314103","14302","2","300"
"314103","14301","2","300"
"573204","146501","2","360"
"215119","16002","2","300"
"215119","16001","2","300"
"215108","16002","2","300"
"215108","16001","2","300"
"215110","16002","2","300"
"215110","16001","2","300"
"215112","16002","2","300"
"215112","16001","2","300"
"123010","13501","3",""
"123010","13502","3",""
"123010","16902","2","240"
"123010","16901","2","240"
"927502","15401","2","300"
"927502","15402","2","300"
"123013","13501","3",""
"123013","13502","3",""
"123013","16902","2","240"
"123013","16901","2","240"
